1,Paid,1/8/2019 4:05,1,83,ArmandEnderle@gmail.com
2,Paid,1/9/2019 4:05,1,115,AlbertoScarlett@gmail.com
3,Paid,1/10/2019 4:05,1,113,WyattRuoff@gmail.com
4,Paid,1/11/2019 4:05,1,52,AlfonsoDenmark@gmail.com
5,Paid,1/12/2019 4:05,1,67,PearlStraube@gmail.com
6,Paid,1/13/2019 4:05,1,109,VincentWohlwend@gmail.com
7,Paid,1/14/2019 4:05,1,10,BreanneFlick@gmail.com
8,Paid,1/15/2019 4:05,1,68,AnnetteOnken@gmail.com
9,Paid,1/16/2019 4:05,1,116,DorothySherk@gmail.com
10,Paid,1/17/2019 4:05,1,16,InaLecroy@gmail.com
11,Paid,1/18/2019 4:05,1,101,AlanePiland@gmail.com
12,Paid,1/19/2019 4:05,1,87,AllineBodiford@gmail.com
13,Paid,1/20/2019 4:05,1,34,NovaImburgia@gmail.com
14,Paid,1/21/2019 4:05,1,48,TomekaAmerson@gmail.com
15,Paid,1/22/2019 4:05,1,5,DrusillaKogan@gmail.com
16,Paid,1/23/2019 4:05,1,65,LloydWoodruff@gmail.com
17,Paid,1/24/2019 4:05,1,76,ConnieSmolen@gmail.com
18,Paid,1/25/2019 4:05,1,56,MaryettaPalmateer@gmail.com
19,Paid,1/26/2019 4:05,1,57,KrystleTrembath@gmail.com
20,Paid,1/27/2019 4:05,1,30,JulietaMarts@gmail.com
21,Paid,1/28/2019 4:05,1,78,CleliaHodgins@gmail.com
22,Paid,1/29/2019 4:05,1,2,WillieWoodham@gmail.com
23,Paid,1/30/2019 4:05,1,3,AimeeVanderploeg@gmail.com
24,Paid,1/31/2019 4:05,1,87,VeronikaLuoma@gmail.com
25,Paid,2/1/2019 4:05,1,116,ClydeKnell@gmail.com
26,Paid,2/2/2019 4:05,1,35,YvonneHonig@gmail.com
27,Paid,2/3/2019 4:05,1,120,LeeanneSauer@gmail.com
28,Paid,2/4/2019 4:05,1,33,SharitaMedellin@gmail.com
29,Paid,2/5/2019 4:05,1,85,AntioneNuttall@gmail.com
30,Paid,2/6/2019 4:05,1,78,MelonieHelmers@gmail.com
31,Paid,2/7/2019 4:05,1,66,BrittJarrett@gmail.com
32,Paid,2/8/2019 4:05,1,67,GeriBermudes@gmail.com
33,Paid,2/9/2019 4:05,1,117,EstelaCovington@gmail.com
34,Paid,2/10/2019 4:05,1,111,AnnelieseRinaldi@gmail.com
35,Paid,2/11/2019 4:05,1,85,FrankieHusted@gmail.com
36,Paid,2/12/2019 4:05,1,109,NeliaKernan@gmail.com
37,Paid,2/13/2019 4:05,1,53,ThuFuentes@gmail.com
38,Paid,2/14/2019 4:05,1,46,CandieOlivarria@gmail.com
39,Paid,2/15/2019 4:05,1,97,LinneaPundt@gmail.com
40,Paid,2/16/2019 4:05,1,56,LeandroCaudillo@gmail.com
41,Paid,2/17/2019 4:05,1,57,HienMontufar@gmail.com
42,Paid,2/18/2019 4:05,1,68,HarleyCano@gmail.com
43,Paid,2/19/2019 4:05,1,26,AbbeyBolds@gmail.com
44,Paid,2/20/2019 4:05,1,40,SoniaEffler@gmail.com
45,Paid,2/21/2019 4:05,1,5,RitaMcclain@gmail.com
46,Paid,2/22/2019 4:05,1,83,AdeleStjean@gmail.com
47,Paid,2/23/2019 4:05,1,13,YasminVento@gmail.com
48,Paid,2/24/2019 4:05,1,76,MariLaxson@gmail.com
49,Paid,2/25/2019 4:05,1,117,FelishaGodoy@gmail.com
50,Paid,2/26/2019 4:05,1,33,IsabellePasillas@gmail.com
51,Paid,2/27/2019 4:05,1,103,CharlesGiven@gmail.com
52,Paid,2/28/2019 4:05,1,52,AdalbertoDonald@gmail.com
53,Paid,3/1/2019 4:05,1,85,YevetteMars@gmail.com
54,Paid,3/2/2019 4:05,1,71,AsleyAparicio@gmail.com
55,Paid,3/3/2019 4:05,1,37,DarenMax@gmail.com
56,Paid,3/4/2019 4:05,1,85,TeenaScudder@gmail.com
57,Paid,3/5/2019 4:05,1,67,ClaribelBrugh@gmail.com
58,Paid,3/6/2019 4:05,1,60,AlecWheless@gmail.com
59,Paid,3/7/2019 4:05,1,93,IsaacBachman@gmail.com
60,Paid,3/8/2019 4:05,1,31,MarthaLustig@gmail.com
61,Paid,3/9/2019 4:05,1,55,ElliStannard@gmail.com
62,Paid,3/10/2019 4:05,1,8,MissySteenberg@gmail.com
